Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30.0,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,0.54,0.75,30,40,131,70,20,28.6,3.44,0.98,0.10,0.35,14.6,0,4,4,11.7,8.6,0.12,-0.7,-1.6,346,497,69.6,4628,917,4,3.5,2.6,+0.5,27,26,12,2,40,459,36,1,3,2,27,0,0,0,0,0,346,19,13,9,8,2,22,40.9,13,16,4,12,6,25,20,0,63,3.10,48,0,4,9,2,0,7,0.34,730,28,74,333,333,127,726,37,18,48.6,18,48.6,362,1576,843,30,16,13,48,18,494,131,1,0,0,29,18,8,27,6,13,1,0,0,49,48,47,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,24.0,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,354,504,70.2,10392,7820,0,0.0,0.1,0.0,0,10,1,0,0,361,141,36,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,1,0.07,1,0,0,0,0,0,0,0.00,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,1,85.7,32,2.13,74,42,60.8,4,4,7,2,13.3,3,3,0,0,25.9,0.32,-6.1,-0.40,83,220,37.7,397,72,38.8,35.2,217,12,5.5,18,1.20,13.3
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33.0,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,0.53,0.86,24,66,159,53,31,58.5,2.33,1.36,0.19,0.32,13.5,1,5,6,16.3,11.7,0.22,-1.3,-1.7,393,547,71.8,5201,1351,2,3.4,4.9,-1.4,26,34,25,4,66,510,33,0,4,7,17,1,0,0,0,0,393,13,6,3,7,3,16,31.3,11,13,3,10,8,21,7,0,56,2.46,41,0,4,7,3,1,5,0.22,742,11,50,281,416,137,736,31,14,45.2,15,48.4,418,1475,575,24,11,10,51,20,572,159,5,0,0,48,33,20,17,8,6,0,1,0,28,16,32,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19.0,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.95,1,0,1,1,0,0.0,10.00,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,1,2,50.0,4,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,2,20.00,0,0,1,1,0,0,0,0.00,8,0,0,0,8,4,8,1,1,100.0,0,0.0,3,31,12,1,0,1,2,0,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,0.06,0.13,8,65,7,30,5,16.7,0.87,0.14,0.03,0.20,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,1207,1477,81.7,24841,9717,1,1.0,1.0,0.0,8,71,4,2,65,1433,44,40,3,7,7,2,0,0,0,0,1207,68,41,52,15,1,47,68.1,15,48,22,26,54,122,207,2,28,0.81,23,1,0,4,0,0,4,0.12,1934,362,1184,672,85,45,1934,14,8,57.1,4,28.6,1030,4806,2203,8,6,0,21,6,1136,7,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25.0,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,256,367,69.8,7058,5292,0,0.0,0.0,0.0,2,10,0,0,0,278,88,31,0,1,0,0,0,0,0,0,256,1,1,1,0,0,1,100.0,0,2,0,2,0,1,8,1,2,0.17,1,1,0,0,0,0,0,0.00,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0,19,1.58,49,32,67.3,2,4,6,2,16.7,3,3,0,0,16.8,0.30,-0.2,-0.02,40,143,28.0,309,56,34.0,34.9,200,16,8.0,6,0.50,10.6
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20.0,2004,8,7,583,6.5,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0.15,0.02,1,31,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,394,426,92.5,7470,2948,1,0.1,0.1,+0.9,1,25,0,0,31,412,14,12,2,1,0,2,0,0,0,0,394,12,8,8,3,1,9,77.8,2,5,4,1,4,16,30,0,2,0.31,2,0,0,0,0,0,1,0.15,487,64,274,205,10,2,487,5,3,60.0,1,20.0,289,1403,776,1,3,0,5,1,360,0,2,0,0,16,9,0,0,4,8,0,1,0,22,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27.0,1997,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,0.21,0.25,87,141,113,18,6,33.3,0.95,0.32,0.11,0.33,17.1,0,0,0,2.1,2.1,0.12,-0.1,-0.1,1075,1225,87.8,14939,3794,2,2.7,3.2,-0.7,20,104,25,4,141,1110,114,10,3,2,21,104,0,0,0,0,1075,49,27,19,22,8,48,47.9,25,24,1,23,8,57,24,1,62,3.28,56,2,1,1,1,1,8,0.42,1421,39,232,685,508,66,1421,30,17,56.7,12,40.0,816,4335,2759,87,60,18,35,23,1014,113,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31.0,1992,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,0.12,0.15,25,25,32,4,1,25.0,0.48,0.12,0.25,1.00,14.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7,356,460,77.4,5867,1918,0,1.0,0.4,-1.0,9,21,7,6,25,384,75,5,2,0,29,70,0,0,0,0,356,22,13,16,5,1,14,85.7,2,12,6,6,12,34,30,0,15,1.78,15,0,0,0,0,0,1,0.12,565,33,196,239,132,6,565,10,5,50.0,5,50.0,288,1620,867,25,20,2,7,7,323,32,2,0,0,11,6,3,29,12,13,0,0,1,24,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32.0,1991,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,0.07,0.24,58,138,91,9,4,44.4,0.30,0.13,0.00,0.00,26.8,2,3,3,3.0,0.6,0.07,0.0,-0.6,1367,1796,76.1,27268,10357,2,4.3,5.0,-2.3,41,124,40,13,138,1487,306,65,4,13,126,230,10,3,5,0,1367,66,42,36,23,7,57,66.7,19,25,9,16,25,91,75,2,80,2.68,56,19,1,3,0,1,6,0.20,2043,110,642,952,461,7,2040,24,15,62.5,8,33.3,1054,6043,3093,58,45,2,29,16,1229,91,5,0,0,18,14,1,126,25,42,0,1,0,154,8,13,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36.0,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.2,0.2,0.9,1.1,0.50,0.27,6,24,10,3,0,0.0,0.75,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,221,260,85.0,2891,980,2,0.9,0.5,+1.1,4,21,9,3,24,255,4,3,1,0,4,0,0,0,0,0,221,8,5,4,4,0,12,16.7,10,4,1,3,5,13,5,0,9,2.24,8,0,0,0,1,0,2,0.50,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18.0,2006,7,0,89,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,1.01,0.24,1,0,12,2,1,50.0,2.02,1.01,0.50,1.00,18.6,0,0,0,0.2,0.2,0.08,+0.8,+0.8,13,23,56.5,184,27,0,0.1,0.1,-0.1,1,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,13,3,1,2,1,0,3,33.3,2,3,0,3,0,3,1,0,2,2.00,1,0,1,0,0,0,1,1.00,38,2,9,12,17,4,38,3,1,33.3,2,66.7,24,67,19,1,1,1,3,6,26,12,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26.0,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.7,0.87,0.80,4,4,20,10,4,40.0,2.91,1.17,0.20,0.50,12.2,0,0,0,2.2,2.2,0.22,-0.2,-0.2,41,58,70.7,509,90,1,0.5,0.2,+0.5,4,1,2,0,4,49,9,0,0,0,0,0,0,0,0,0,41,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,12,3.51,7,0,1,3,0,1,2,0.58,98,4,8,46,44,17,98,4,2,50.0,2,50.0,59,272,107,4,4,3,13,5,70,20,1,0,0,6,2,0,0,0,1,0,0,0,5,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,0.42,0.12,32,14,45,6,2,33.3,0.63,0.21,0.33,1.00,18.5,0,0,0,0.4,0.4,0.06,+1.6,+1.6,335,413,81.1,5168,1326,2,0.8,0.8,+1.2,5,12,6,5,14,346,66,5,0,1,28,60,1,1,0,0,335,17,11,8,9,0,25,36.0,16,15,7,8,7,24,23,1,17,1.78,14,1,0,0,1,1,3,0.31,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19.0,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34.0,1990,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,0.00,0.42,7,7,16,15,3,20.0,4.35,0.87,0.00,0.00,12.8,0,0,0,1.4,1.4,0.10,-1.4,-1.4,38,63,60.3,433,77,0,0.1,0.2,-0.1,3,3,1,0,7,60,3,0,0,0,3,0,0,0,0,0,38,2,0,1,0,1,1,0.0,1,0,0,0,0,2,1,0,13,3.77,5,0,1,7,0,0,0,0.00,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29.0,1995,32,21,1764,19.6,7,2,9,6,1,1,4,0,6.9,6.1,1.4,7.5,0.41,0.42,20,20,95,38,14,36.8,1.94,0.71,0.16,0.43,11.7,0,1,1,6.9,6.1,0.16,+0.1,-0.1,214,317,67.5,2655,399,2,1.4,0.4,+0.6,8,11,3,0,20,309,7,0,0,0,6,2,0,0,0,0,214,12,6,1,6,5,9,33.3,6,12,3,9,1,13,16,0,21,1.07,13,0,0,4,4,0,3,0.15,561,20,55,266,247,72,560,30,8,26.7,20,66.7,316,1633,550,20,18,9,72,58,429,95,4,0,0,32,31,24,6,1,6,1,0,0,46,66,86,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27.0,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,782,1185,66.0,20526,15608,0,0.0,0.0,0.0,1,11,0,0,0,866,317,112,0,0,0,0,0,0,0,0,782,1,0,1,0,0,2,0.0,2,1,0,1,0,1,25,1,3,0.09,2,1,0,0,0,0,1,0.03,1303,1082,1292,12,0,0,1303,0,0,,0,,712,3299,2029,0,0,0,0,0,608,0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6,77,2.26,209,132,69.4,8,6,20,5,14.7,15,13,2,0,73.5,0.30,-1.5,-0.04,131,486,27.0,978,145,38.8,34.7,510,24,4.7,33,1.00,14.0
1451,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20.0,2004,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,0.15,0.19,16,121,33,21,10,47.6,0.79,0.38,0.14,0.30,16.4,0,0,0,3.1,3.1,0.15,-0.1,-0.1,1080,1243,86.9,16893,4921,1,2.1,1.9,-1.1,21,89,19,3,121,1212,27,22,2,5,8,5,0,0,0,0,1080,47,27,17,25,5,42,50.0,21,42,11,31,30,77,35,1,57,2.14,48,0,2,5,1,1,5,0.19,1478,79,425,797,265,26,1478,19,12,63.2,7,36.8,803,3137,1382,16,20,4,23,11,1006,33,2,0,0,21,5,2,8,30,27,0,1,0,121,13,14,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23.0,2001,28,14,1398,15.5,3,0,3,3,0,0,6,1,4.2,4.2,0.9,5.1,0.19,0.33,3,17,40,40,13,32.5,2.58,0.84,0.08,0.23,11.8,0,0,0,4.2,4.2,0.11,-1.2,-1.2,154,260,59.2,2311,420,0,0.9,0.4,-0.9,13,11,5,1,17,232,26,3,1,3,5,0,0,0,0,0,154,4,2,1,1,2,6,33.3,4,4,1,3,0,4,11,1,30,1.93,21,0,1,5,2,1,0,0.00,390,16,28,202,163,74,390,15,8,53.3,6,40.0,153,469,126,3,3,0,31,18,291,40,6,1,0,40,36,7,5,0,2,0,1,0,24,90,58,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Toni Lato,es ESP,DF,Mallorca,es La Liga,26.0,1997,14,7,621,6.9,0,0,0,0,0,0,1,1,0.0,0.0,0.4,0.4,0.00,0.06,15,26,35,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,236,314,75.2,4131,1522,0,0.4,0.8,-0.4,6,19,11,10,26,256,56,1,0,0,23,55,0,0,0,0,236,17,11,6,5,6,11,63.6,4,10,4,6,6,23,33,0,14,2.03,11,1,0,0,1,1,1,0.15,396,30,121,159,119,3,396,4,0,0.0,4,100.0,155,757,434,15,9,1,6,2,188,35,1,1,0,12,3,2,23,6,11,0,0,0,30,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20.0,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,0.11,0.11,3,31,7,2,0,0.0,0.23,0.00,0.00,,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,389,424,91.7,6552,1692,1,0.7,0.4,+0.3,7,49,3,0,31,419,3,3,3,3,0,0,0,0,0,0,389,22,13,5,13,4,21,47.6,11,6,0,6,16,38,10,1,14,1.58,13,0,0,0,0,1,2,0.23,493,17,109,319,71,1,493,16,10,62.5,6,37.5,295,1373,567,3,9,0,3,7,359,7,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28.0,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,1.0,1.0,3.3,4.4,0.23,0.17,35,76,131,16,2,12.5,0.62,0.08,0.00,0.00,19.5,2,0,0,1.0,1.0,0.06,-1.0,-1.0,880,1172,75.1,14662,4254,6,3.3,3.4,+2.7,33,57,23,15,76,979,190,24,0,1,145,109,57,32,22,0,880,26,12,10,12,4,30,50.0,15,28,5,23,11,37,38,1,52,2.03,32,16,1,3,0,0,8,0.31,1368,53,237,616,528,27,1368,37,14,37.8,20,54.1,726,3080,1385,35,36,7,33,12,868,131,6,0,0,30,13,2,145,11,12,0,1,0,94,16,25,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33.0,1990,27,17,1459,16.2,2,3,5,1,1,1,0,0,2.5,1.7,3.4,5.1,0.25,0.36,22,40,88,19,3,15.8,1.17,0.19,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7,315,505,62.4,5171,1949,3,3.4,1.8,-0.4,18,21,15,7,40,435,68,2,2,0,70,54,12,8,3,0,315,21,10,5,14,2,28,39.3,17,19,3,16,11,32,39,0,23,1.42,17,4,0,1,1,0,4,0.25,659,47,146,250,269,29,658,22,7,31.8,13,59.1,318,1673,776,22,14,7,13,10,385,88,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30.0,1993,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,0.06,0.09,72,66,96,6,2,33.3,0.38,0.13,0.00,0.00,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,609,770,79.1,9626,2660,1,1.3,1.6,-0.3,20,36,22,14,66,633,136,15,1,3,97,121,0,0,0,0,609,26,16,13,11,2,24,58.3,10,9,5,4,10,36,19,0,36,2.30,32,0,2,0,1,1,2,0.13,896,24,179,409,319,17,896,24,15,62.5,6,25.0,518,3619,2123,72,61,6,27,7,577,96,3,0,0,12,29,1,97,10,16,0,1,0,50,5,13,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26.0,1997,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,0.07,0.05,7,39,1,10,3,30.0,0.65,0.20,0.00,0.00,11.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,704,815,86.4,14529,5467,1,0.3,0.4,+0.7,5,43,0,0,39,778,35,28,1,12,6,1,0,0,0,0,704,27,15,16,8,3,16,68.8,5,18,14,4,33,60,75,0,14,0.91,11,1,0,0,1,1,2,0.13,994,136,528,436,38,13,994,6,4,66.7,1,16.7,539,3152,1702,7,6,0,3,6,658,1,3,0,0,12,12,0,6,33,15,0,1,1,48,29,18,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26.0,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.14,1,1,7,2,1,50.0,1.76,0.88,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,11,14,78.6,181,36,0,0.0,0.0,0.0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,1,0.0,1,1,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,23,0,0,9,14,3,23,1,0,0.0,1,100.0,13,64,27,1,0,1,1,1,19,7,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24.0,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0.00,0.10,15,28,3,4,2,50.0,1.13,0.57,0.00,0.00,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,226,263,85.9,3851,949,0,0.1,0.2,-0.1,3,26,2,0,28,247,15,9,1,2,7,2,3,2,1,0,226,7,4,5,2,0,6,33.3,4,9,3,6,5,12,2,0,9,2.55,7,1,1,0,0,0,0,0.00,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3,1,0,0,6,5,0,7,5,4,0,0,0,22,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27.0,1996,27,24,2151,23.9,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,0.04,0.08,11,55,6,11,3,27.3,0.46,0.13,0.09,0.33,8.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5,1174,1298,90.4,20104,6230,0,0.5,1.0,-0.5,3,41,2,0,55,1263,34,26,0,5,1,4,0,0,0,0,1174,27,18,23,4,0,20,60.0,8,20,9,11,10,37,120,1,7,0.29,4,0,0,3,0,0,1,0.04,1523,193,805,677,44,19,1523,4,2,50.0,2,50.0,1001,4140,2052,11,7,0,14,6,1100,6,8,0,0,35,24,3,1,10,18,0,1,0,82,54,39,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Nicola Leali,it ITA,GK,Genoa,it Serie A,31.0,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,667,938,71.1,18776,13282,0,0.0,0.0,0.0,0,10,0,0,0,636,300,86,0,1,0,0,0,0,0,0,667,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,2,0.07,2,0,0,0,0,0,1,0.03,999,879,985,14,0,0,999,0,0,,0,,523,2571,1480,0,0,0,0,0,434,0,1,0,0,1,6,0,0,0,0,0,0,1,30,6,0,100.0,31,1.07,111,82,74.8,8,10,11,10,34.5,4,3,1,0,34.3,0.29,+6.3,+0.22,150,391,38.4,722,112,39.3,33.9,390,21,5.4,14,0.48,11.2
1463,Rafael Leão,pt POR,FW,Milan,it Serie A,25.0,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,7.6,7.6,8.4,15.9,0.62,0.62,123,93,262,66,29,43.9,2.56,1.12,0.12,0.28,16.6,0,0,0,7.6,7.6,0.11,+0.4,+0.4,630,849,74.2,10407,2763,8,8.4,6.2,-0.4,58,37,51,10,93,814,31,4,10,4,55,19,8,0,0,0,630,16,10,4,8,4,29,37.9,18,15,1,14,6,22,4,0,113,4.38,78,1,16,11,6,1,16,0.62,1135,7,71,455,636,152,1135,129,59,45.7,59,45.7,780,5745,3058,123,71,67,53,36,940,262,5,0,0,19,52,7,55,6,10,1,0,0,66,26,20,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33.0,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,676,1000,67.6,20370,16563,0,0.1,0.1,-0.1,3,25,1,0,1,729,269,85,0,1,0,0,0,0,0,0,676,0,0,0,0,0,0,,0,0,0,0,0,0,18,2,10,0.34,10,0,0,0,0,0,0,0.00,1090,856,1074,17,0,0,1090,0,0,,0,,595,3708,2382,0,0,0,1,0,534,0,0,0,0,0,2,0,0,0,0,0,0,0,35,4,0,100.0,68,2.27,173,107,64.2,3,4,23,1,3.3,7,6,1,0,57.3,0.31,-5.7,-0.20,177,449,39.4,814,115,42.5,36.2,408,20,4.9,26,0.90,14.3
1465,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31.0,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,0.24,0.24,23,105,36,22,8,36.4,1.30,0.47,0.09,0.25,22.8,0,0,0,1.3,1.3,0.06,+0.7,+0.7,902,1057,85.3,17471,5270,2,2.8,2.2,-0.8,19,110,13,4,105,1015,39,31,8,21,22,6,2,2,0,0,902,48,33,20,19,9,54,46.3,29,19,3,16,12,60,23,0,52,3.07,44,1,0,4,3,0,4,0.24,1228,53,330,722,190,22,1228,21,12,57.1,7,33.3,697,3638,1586,23,19,5,25,8,855,36,7,0,0,32,30,0,22,12,33,0,0,0,125,4,7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
